Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /Lections,2089,0,10,11.907690965200393,7.030449996818788,106.33627800416434,6288.0,6.964025506854069,0.0,10,12,13,14,16,20,25,35,75,110,110
GET,GET /Metaphors,1026,0,9,11.104297693804057,6.137403994216584,84.53502599877538,1424.0,3.420339956932635,0.0,9,11,12,12,15,20,30,39,80,85,85
GET,GET /Problem_marks,1607,0,9,10.63436481586485,6.120204001490492,68.83245899371104,1514.0,5.357199133324313,0.0,9,10,11,12,15,18,24,30,68,69,69
GET,GET /Records,3149,0,12,13.289630358218869,7.898092997493222,96.11256999778561,2491.0,10.497710062749384,0.0,12,13,14,15,18,21,30,45,76,96,96
GET,GET /Students,3736,0,6,7.518226802445532,3.836392999801319,103.11087900481652,1803.0,12.454571227193298,0.0,6,7,8,9,11,13,19,28,84,100,100
GET,GET /Students/search,554,0,6,7.508371364640909,4.02190099703148,76.6960469991318,384.99638989169677,1.846850230156608,0.0,6,7,8,9,11,14,19,26,77,77,77
GET,GET /Teachers,2603,0,7,8.146589710347863,4.289215001335833,96.77355099847773,1564.0,8.67752914999576,0.0,7,8,9,9,12,15,22,30,76,97,97
,Aggregated,14764,0,9,10.069083730916802,3.836392999801319,106.33627800416434,2431.1975751828772,49.218225267206066,0.0,9,10,12,12,15,19,25,35,79,100,110
